causa_def|base_code|cod_group
L299|L29|Residual causes
K592|K59|Residual causes
Y551|Y55|Residual causes
Y602|Y60|Amenable to medical services
L211|L21|Residual causes
N035|N03|Amenable to medical services
V336|V33|Road traffic accidents
W111|W11|Residual causes
V301|V30|Road traffic accidents
W028|W02|Residual causes
G438|G43|Residual causes
M958|M95|Residual causes
M008|M00|Residual causes
D120|D12|Residual causes
P134|P13|Amenable to medical services
P940|P94|Amenable to medical services
V464|V46|Road traffic accidents
V143|V14|Road traffic accidents
V605|V60|Road traffic accidents
X677|X67|Residual causes
V385|V38|Road traffic accidents
W091|W09|Residual causes
V505|V50|Road traffic accidents
F321|F32|Residual causes
M619|M61|Residual causes
O348|O34|Amenable to medical services
H900|H90|Residual causes
E805|E80|Residual causes
M940|M94|Residual causes
I789|I78|Residual causes
X537|X53|Residual causes
X836|X83|Residual causes
N185|N18|Amenable to medical services
K353|K35|Amenable to medical services
C800|C80|Residual causes
A090|A09|Amenable to medical services
K649|K64|Residual causes
C966|C96|Residual causes
L899|L89|Residual causes
A099|A09|Amenable to medical services
C809|C80|Residual causes
K352|K35|Amenable to medical services
I489|I48|Residual causes
D686|D68|Residual causes
R959|R95|Residual causes
O960|O96|Amenable to medical services
O987|O98|Amenable to medical services
K358|K35|Amenable to medical services
K645|K64|Residual causes
I480|I48|Residual causes
I482|I48|Residual causes
R468|R46|Residual causes
O961|O96|Amenable to medical services
I481|I48|Residual causes
E883|E88|Residual causes
B179|B17|Amenable to medical services
N182|N18|Amenable to medical services
G576|G57|Residual causes
E800|E80|Residual causes
X082|X08|Residual causes
W325|W32|Residual causes
W387|W38|Residual causes
X726|X72|Residual causes
W145|W14|Residual causes
L892|L89|Residual causes
X931|X93|Homicides
R263|R26|Residual causes
Y331|Y33|Residual causes
X857|X85|Homicides
N181|N18|Amenable to medical services
R950|R95|Residual causes
O432|O43|Amenable to medical services
O970|O97|Amenable to medical services
W052|W05|Residual causes
H046|H04|Residual causes
R659|R65|Residual causes
O142|O14|Amenable to medical services
C968|C96|Residual causes
O640|O64|Amenable to medical services
M235|M23|Residual causes
X605|X60|Residual causes
W127|W12|Residual causes
D474|D47|Residual causes
K123|K12|Residual causes
V185|V18|Road traffic accidents
Y549|Y54|Residual causes
C860|C86|Residual causes
D818|D81|Residual causes
O971|O97|Amenable to medical services
R231|R23|Residual causes
K642|K64|Residual causes
M920|M92|Residual causes
C865|C86|Residual causes
C848|C84|Residual causes
K432|K43|Amenable to medical services
C846|C84|Residual causes
C933|C93|Amenable to medical services
E034|E03|Amenable to medical services
E058|E05|Amenable to medical services
C866|C86|Residual causes
C824|C82|Residual causes
D685|D68|Residual causes
I483|I48|Residual causes
I725|I72|Residual causes
G214|G21|Residual causes
W301|W30|Residual causes
V541|V54|Road traffic accidents
M503|M50|Residual causes
H052|H05|Residual causes
Q709|Q70|Residual causes
N184|N18|Amenable to medical services
Q138|Q13|Residual causes
J920|J92|Amenable to medical services
C918|C91|Amenable to medical services
F603|F60|Residual causes
H104|H10|Residual causes
B359|B35|Residual causes
W252|W25|Residual causes
M244|M24|Residual causes
Y322|Y32|Residual causes
M118|M11|Residual causes
G479|G47|Residual causes
K436|K43|Amenable to medical services
N836|N83|Residual causes
K435|K43|Amenable to medical services
L893|L89|Residual causes
Q752|Q75|Residual causes
B407|B40|Residual causes
I821|I82|Residual causes
C903|C90|Residual causes
X863|X86|Homicides
X658|X65|Residual causes
V775|V77|Road traffic accidents
Y252|Y25|Residual causes
Y443|Y44|Residual causes
H813|H81|Residual causes
L920|L92|Residual causes
C946|C94|Amenable to medical services
C852|C85|Residual causes
N183|N18|Amenable to medical services
Y471|Y47|Residual causes
X932|X93|Homicides
Y171|Y17|Residual causes
W658|W65|Residual causes
W287|W28|Residual causes
Y293|Y29|Residual causes
D573|D57|Residual causes
C849|C84|Residual causes
Q839|Q83|Residual causes
M651|M65|Residual causes
J631|J63|Amenable to medical services
D893|D89|Residual causes
Q731|Q73|Residual causes
X798|X79|Residual causes
F429|F42|Residual causes
K148|K14|Residual causes
H905|H90|Residual causes
X415|X41|Residual causes
Q531|Q53|Residual causes
L891|L89|Residual causes
K433|K43|Amenable to medical services
L732|L73|Residual causes
X895|X89|Homicides
W336|W33|Residual causes
N012|N01|Amenable to medical services
Q767|Q76|Residual causes
G523|G52|Residual causes
G244|G24|Residual causes
M709|M70|Residual causes
W939|W93|Residual causes
N218|N21|Residual causes
X257|X25|Residual causes
R064|R06|Residual causes
D304|D30|Residual causes
A082|A08|Amenable to medical services
K070|K07|Residual causes
W067|W06|Residual causes
Y123|Y12|Residual causes
F065|F06|Residual causes
N050|N05|Amenable to medical services
C964|C96|Residual causes
W492|W49|Residual causes
D734|D73|Residual causes
D681|D68|Residual causes
Q188|Q18|Residual causes
C884|C88|Residual causes
F39X|F39|Residual causes
Y153|Y15|Residual causes
B360|B36|Residual causes
D117|D11|Residual causes
F688|F68|Residual causes
E68X|E68|Residual causes
R262|R26|Residual causes
N840|N84|Residual causes
R71X|R71|Residual causes
K648|K64|Residual causes
Y479|Y47|Residual causes
L579|L57|Residual causes
K116|K11|Residual causes
M400|M40|Residual causes
H208|H20|Residual causes
C928|C92|Amenable to medical services
J681|J68|Amenable to medical services
K643|K64|Residual causes
X611|X61|Residual causes
G250|G25|Residual causes
A938|A93|Residual causes
A920|A92|Residual causes
D161|D16|Residual causes
R508|R50|Residual causes
A928|A92|Residual causes
D816|D81|Residual causes
K591|K59|Residual causes
R620|R62|Residual causes
O969|O96|Amenable to medical services
A233|A23|Amenable to medical services
V526|V52|Road traffic accidents
P129|P12|Amenable to medical services
D466|D46|Residual causes
Q660|Q66|Residual causes
L280|L28|Residual causes
W645|W64|Residual causes
W256|W25|Residual causes
Q630|Q63|Residual causes
K287|K28|Residual causes
G14X|G14|Residual causes
B410|B41|Residual causes
C864|C86|Residual causes
C847|C84|Residual causes
W925|W92|Residual causes
W272|W27|Residual causes
K075|K07|Residual causes
R730|R73|Residual causes
G518|G51|Residual causes
F349|F34|Residual causes
F061|F06|Residual causes
F721|F72|Residual causes
N888|N88|Residual causes
M081|M08|Residual causes
Q680|Q68|Residual causes
M229|M22|Residual causes
O228|O22|Amenable to medical services
K437|K43|Amenable to medical services
Q778|Q77|Residual causes
E531|E53|Residual causes
K434|K43|Amenable to medical services
F605|F60|Residual causes
W530|W53|Residual causes
X066|X06|Residual causes
G541|G54|Residual causes
Q920|Q92|Residual causes
M238|M23|Residual causes
O623|O62|Amenable to medical services
W446|W44|Residual causes
L26X|L26|Residual causes
P156|P15|Amenable to medical services
X846|X84|Residual causes
C916|C91|Amenable to medical services
Y593|Y59|Residual causes
G448|G44|Residual causes
A318|A31|Residual causes
X483|X48|Residual causes
X278|X27|Residual causes
Q053|Q05|Residual causes
Y538|Y53|Residual causes
N022|N02|Amenable to medical services
W367|W36|Residual causes
M175|M17|Residual causes
M871|M87|Residual causes
M191|M19|Residual causes
X041|X04|Residual causes
V254|V25|Road traffic accidents
F989|F98|Residual causes
X505|X50|Residual causes
V215|V21|Road traffic accidents
X284|X28|Residual causes
L043|L04|Residual causes
K074|K07|Residual causes
X301|X30|Residual causes
V416|V41|Road traffic accidents
H353|H35|Residual causes
A438|A43|Residual causes
M062|M06|Residual causes
H405|H40|Residual causes
Y295|Y29|Residual causes
M163|M16|Residual causes
H738|H73|Residual causes
V921|V92|Road traffic accidents
C965|C96|Residual causes
W944|W94|Residual causes
C505|C50|Amenable to medical services
E130|E13|Diabetes
A493|A49|Residual causes
H938|H93|Residual causes
D465|D46|Residual causes
X725|X72|Residual causes
L439|L43|Residual causes
N021|N02|Amenable to medical services
N043|N04|Amenable to medical services
P108|P10|Amenable to medical services
A402|A40|Amenable to medical services
F108|F10|Residual causes
E670|E67|Residual causes
Y641|Y64|Amenable to medical services
X437|X43|Residual causes
H812|H81|Residual causes
A58X|A58|Amenable to medical services
M484|M48|Residual causes
J201|J20|Amenable to medical services
L945|L94|Residual causes
D828|D82|Residual causes
R071|R07|Residual causes
C814|C81|Amenable to medical services
R636|R63|Residual causes
D302|D30|Residual causes
F720|F72|Residual causes
Y444|Y44|Residual causes
B005|B00|Residual causes
N392|N39|Residual causes
K853|K85|Residual causes
X885|X88|Homicides
F197|F19|Residual causes
W161|W16|Residual causes
C132|C13|Residual causes
Q044|Q04|Residual causes
P502|P50|Amenable to medical services
N079|N07|Amenable to medical services
L951|L95|Residual causes
O701|O70|Amenable to medical services
W564|W56|Residual causes
M206|M20|Residual causes
O299|O29|Amenable to medical services
D475|D47|Residual causes
B508|B50|Residual causes
D227|D22|Residual causes
K132|K13|Residual causes
Q624|Q62|Residual causes
O054|O05|Amenable to medical services
V931|V93|Road traffic accidents
A562|A56|Amenable to medical services
V391|V39|Road traffic accidents
U069|U06|Residual causes
K118|K11|Residual causes
Q921|Q92|Residual causes
Y122|Y12|Residual causes
W305|W30|Residual causes
N423|N42|Residual causes
W001|W00|Residual causes
C571|C57|Residual causes
W525|W52|Residual causes
D252|D25|Residual causes
C102|C10|Residual causes
L552|L55|Residual causes
V346|V34|Road traffic accidents
Y556|Y55|Residual causes
X601|X60|Residual causes
I159|I15|Amenable to medical services
R392|R39|Residual causes
H608|H60|Residual causes
W243|W24|Residual causes
Q848|Q84|Residual causes
Q914|Q91|Residual causes
L890|L89|Residual causes
B481|B48|Residual causes
R629|R62|Residual causes
X855|X85|Homicides
N480|N48|Residual causes
M870|M87|Residual causes
D122|D12|Residual causes
H662|H66|Residual causes
P104|P10|Amenable to medical services
W353|W35|Residual causes
G374|G37|Residual causes
K714|K71|Residual causes
E612|E61|Residual causes
C861|C86|Residual causes
E231|E23|Residual causes
X123|X12|Residual causes
O872|O87|Amenable to medical services
P041|P04|Amenable to medical services
X215|X21|Residual causes
X762|X76|Residual causes
X117|X11|Residual causes
B872|B87|Residual causes
E728|E72|Residual causes
F812|F81|Residual causes
O431|O43|Amenable to medical services
M880|M88|Residual causes
X638|X63|Residual causes
B769|B76|Residual causes
X676|X67|Residual causes
M185|M18|Residual causes
A231|A23|Amenable to medical services
Q148|Q14|Residual causes
D601|D60|Residual causes
H549|H54|Residual causes
Y167|Y16|Residual causes
A244|A24|Amenable to medical services
V345|V34|Road traffic accidents
D251|D25|Residual causes
V572|V57|Road traffic accidents
D356|D35|Residual causes
F844|F84|Residual causes
H521|H52|Residual causes
N006|N00|Amenable to medical services
V376|V37|Road traffic accidents
M158|M15|Residual causes
N018|N01|Amenable to medical services
F445|F44|Residual causes
N432|N43|Residual causes
P593|P59|Amenable to medical services
P103|P10|Amenable to medical services
Y415|Y41|Residual causes
D811|D81|Residual causes
C103|C10|Residual causes
D075|D07|Residual causes
M355|M35|Residual causes
D010|D01|Residual causes
I150|I15|Amenable to medical services
G563|G56|Residual causes
J633|J63|Amenable to medical services
D002|D00|Residual causes
Y355|Y35|Residual causes
D072|D07|Residual causes
W646|W64|Residual causes
I158|I15|Amenable to medical services
A979|A97|Residual causes
A970|A97|Residual causes
A971|A97|Residual causes
R900|R90|Residual causes
F900|F90|Residual causes
A972|A97|Residual causes
O224|O22|Amenable to medical services
F849|F84|Residual causes
X817|X81|Residual causes
M834|M83|Residual causes
O979|O97|Amenable to medical services
Y605|Y60|Amenable to medical services
Q674|Q67|Residual causes
Y275|Y27|Residual causes
X122|X12|Residual causes
G232|G23|Residual causes
O899|O89|Amenable to medical services
N057|N05|Amenable to medical services
W930|W93|Residual causes
R799|R79|Residual causes
Y572|Y57|Residual causes
F320|F32|Residual causes
K114|K11|Residual causes
G233|G23|Residual causes
F848|F84|Residual causes
M154|M15|Residual causes
Q720|Q72|Residual causes
W545|W54|Residual causes
X715|X71|Residual causes
I484|I48|Residual causes
A281|A28|Amenable to medical services
N641|N64|Residual causes
H189|H18|Residual causes
Y428|Y42|Residual causes
V203|V20|Road traffic accidents
X235|X23|Residual causes
M215|M21|Residual causes
B831|B83|Residual causes
M872|M87|Residual causes
W166|W16|Residual causes
Q922|Q92|Residual causes
Q541|Q54|Residual causes
W095|W09|Residual causes
A561|A56|Amenable to medical services
K042|K04|Residual causes
Q106|Q10|Residual causes
J123|J12|Amenable to medical services
V856|V85|Road traffic accidents
L721|L72|Residual causes
M483|M48|Residual causes
Q556|Q55|Residual causes
K146|K14|Residual causes
X302|X30|Residual causes
Q501|Q50|Residual causes
M674|M67|Residual causes
K383|K38|Amenable to medical services
K523|K52|Residual causes
G519|G51|Residual causes
M815|M81|Residual causes
W083|W08|Residual causes
J013|J01|Amenable to medical services
D042|D04|Residual causes
D092|D09|Residual causes
F139|F13|Residual causes
C825|C82|Residual causes
L570|L57|Residual causes
D024|D02|Residual causes
X161|X16|Residual causes
V837|V83|Road traffic accidents
X416|X41|Residual causes
M459|M45|Residual causes
F121|F12|Residual causes
F155|F15|Residual causes
A790|A79|Residual causes
M610|M61|Residual causes
N318|N31|Residual causes
R309|R30|Residual causes
M713|M71|Residual causes
Q518|Q51|Residual causes
D592|D59|Residual causes
L850|L85|Residual causes
W051|W05|Residual causes
L609|L60|Residual causes
P917|P91|Amenable to medical services
M894|M89|Residual causes
J153|J15|Amenable to medical services
E559|E55|Residual causes
D044|D04|Residual causes
V374|V37|Road traffic accidents
H332|H33|Residual causes
W047|W04|Residual causes
F709|F70|Residual causes
N909|N90|Residual causes
K622|K62|Residual causes
Q552|Q55|Residual causes
B691|B69|Amenable to medical services
Y449|Y44|Residual causes
J010|J01|Amenable to medical services
H160|H16|Residual causes
V600|V60|Road traffic accidents
X873|X87|Homicides
X887|X88|Homicides
B160|B16|Amenable to medical services
R701|R70|Residual causes
V381|V38|Road traffic accidents
B669|B66|Residual causes
X893|X89|Homicides
M218|M21|Residual causes
D023|D02|Residual causes
N822|N82|Residual causes
Y813|Y81|Residual causes
D805|D80|Residual causes
L559|L55|Residual causes
W541|W54|Residual causes
A503|A50|Amenable to medical services
M929|M92|Residual causes
D861|D86|Residual causes
D309|D30|Residual causes
B719|B71|Residual causes
F198|F19|Residual causes
X201|X20|Residual causes
V325|V32|Road traffic accidents
V111|V11|Road traffic accidents
R635|R63|Residual causes
Y546|Y54|Residual causes
L709|L70|Residual causes
M247|M24|Residual causes
D600|D60|Residual causes
Q862|Q86|Residual causes
M411|M41|Residual causes
U071|U07|COVID-19
U072|U07|COVID-19
K614|K61|Residual causes
D073|D07|Residual causes
X886|X88|Homicides
U099|U09|Residual causes
B334|B33|Residual causes
B462|B46|Residual causes
L400|L40|Residual causes
M650|M65|Residual causes
R652|R65|Residual causes
V904|V90|Road traffic accidents
W947|W94|Residual causes
E261|E26|Residual causes
B342|B34|Residual causes
Q714|Q71|Residual causes
Q520|Q52|Residual causes
R391|R39|Residual causes
B744|B74|Residual causes
A681|A68|Amenable to medical services
